type,millis,sensor_x,sensor_y,sensor_z
4,1659069796510,-0.46984264,-3.9923708,-0.4773301
10,1659069796512,-0.373,0.3613,0.8933
10,1659069796532,-1.5064,0.1955,1.3687999
10,1659069796493,-0.65419996,0.1804,0.79039997
4,1659069796530,-0.37566468,-4.0178876,-0.45066145
4,1659069796493,-0.41502184,-3.6100914,-0.2771234
4,1659069796550,-0.2728648,-3.6711953,-0.15522958
10,1659069796552,-1.4189,0.9105,1.327
4,1659069796610,0.45966735,-1.7913187,0.88006485
4,1659069796591,0.1226792,-2.4171762,0.6015103
10,1659069796573,-1.7329999,0.643,0.7395
4,1659069796570,-0.102433376,-3.1522915,0.1797689
10,1659069796592,-1.7572,0.1357,0.6807
10,1659069796612,-1.0110999,-0.3556,0.42249998
4,1659069796651,0.9053023,-0.43778095,0.95473
4,1659069796630,0.70567155,-1.2836024,0.9309935
10,1659069796652,0.1809,0.1423,0.2235
10,1659069796632,-0.118499994,-0.1431,-0.111999996
10,1659069796675,-0.2368,-0.1417,-0.0191
4,1659069796674,1.1692309,0.40500364,1.0341774
4,1659069796691,1.2804958,1.0168637,1.1905589
10,1659069796692,-0.5736,-0.4886,-0.7967
4,1659069796710,1.2001407,1.2741777,1.3320004
10,1659069796714,-0.3215,-0.59169996,-1.6216999
10,1659069796732,0.89809996,0.070099995,-2.1727
4,1659069796730,0.90317297,1.2039804,1.4172772
4,1659069796750,0.46078438,1.2010658,1.3490174
10,1659069796756,2.405,0.0069999998,-2.2693
10,1659069796773,3.1183,-0.775,-1.2889
4,1659069796772,0.121806525,1.3451601,1.1329805
4,1659069796791,0.1107935,1.4863049,0.83323765
10,1659069796792,3.1362,-1.5782,-0.3382
4,1659069796810,0.26542968,1.6093158,0.6302035
10,1659069796812,2.6109998,-1.4735999,-0.046
4,1659069796830,0.3738495,1.5995942,0.52729887
10,1659069796832,2.554,-0.96089995,-0.41059998
10,1659069796853,2.9463,-0.7866,-0.9122
4,1659069796910,-0.19898498,0.78548545,-0.3707952
4,1659069796930,-0.19926424,0.79768527,-0.5714906
4,1659069796850,0.3196396,1.4559188,0.35262632
10,1659069796892,2.5458,-0.8114,-1.2722
10,1659069796912,2.1287,-0.6976,-0.7169
4,1659069796891,-0.043964844,0.9252863,-0.15261158
10,1659069796932,2.003,-0.47259998,0.1538
4,1659069796873,0.15214035,1.1975577,0.09971066
10,1659069796874,2.7591,-0.7452,-1.2081
10,1659069796952,1.3647,-0.82379997,0.5949
4,1659069796950,-0.06880088,0.8692438,-0.77482146
10,1659069796992,0.3445,-0.4364,0.2435
10,1659069796972,0.31739998,-0.82909995,0.55829996
4,1659069797010,0.21795672,0.30068532,-0.99825853
4,1659069796990,0.19444713,0.5499009,-0.89887947
4,1659069796971,0.09819222,0.7756418,-0.84784603
10,1659069797012,0.1261,-0.36389998,-0.1127
4,1659069797030,0.17502162,-0.08592256,-1.0551039
10,1659069797032,-0.7823,-0.4102,-0.6518
10,1659069797052,-1.1152999,-0.156,-1.4232999
4,1659069797050,-0.025673794,-0.66687286,-1.0401988
10,1659069797073,-0.7644,0.2561,-1.2767
10,1659069797073,4,1659069797090,-0.5026897,-0.8073195,-0.92525136
10,1659069797092,-0.5588,0.6003,-0.22919999
10,1659069797120,-1.4476999,0.27539998,0.5494
4,1659069797111,-0.39742893,-0.37988836,-0.8035845
10,1659069797132,-1.9980999,0.3281,0.75049996
4,1659069797130,-0.14224434,0.047839474,-0.541628
10,1659069797152,-1.8014,0.3339,0.1563
10,1659069797172,-1.1019,0.3453,-0.464
4,1659069797170,0.067788586,0.3769213,-0.11306243
4,1659069797150,0.06005678,0.29970795,-0.25867525
4,1659069797190,-0.0155334305,0.34693655,-0.09494591
10,1659069797212,-0.8049,0.1523,0.0287
4,1659069797210,-0.05461135,0.32751104,-0.059498273
10,1659069797192,-0.79359996,0.31849998,-0.44599998
10,1659069797232,-0.89269996,0.1371,0.43829998
4,1659069797231,0.026354471,0.32885495,0.029967302
10,1659069797255,-0.5155,0.0958,0.3915
4,1659069797272,0.1743933,0.25851816,0.16196655
10,1659069797272,0.105399996,0.056399997,0.19489999
10,1659069797255,-0.5155,0.0958,0.3915
4,1659069797290,0.1503601,0.22293091,0.09253736
10,1659069797292,0.561,-0.0363,-0.0117
10,1659069797312,0.3585,-0.1862,0.13069999
4,1659069797310,0.13486159,0.18249163,0.03000221
10,1659069797333,0.0457,-0.139,0.3786
4,1659069797331,0.21663027,0.0765676,0.044680428
10,1659069797353,0.427,-0.17719999,-0.16229999
10,1659069797353,0.427,-0.17719999,-0.16229999
10,1659069797372,0.87479997,-0.0212,-0.98249996
4,1659069797370,0.06976081,-0.28110272,-0.06794567
4,1659069797390,-0.1267109,-0.47040114,-0.16762142
10,1659069797392,0.4213,-0.115899995,-0.67399997
4,1659069797410,-0.11433652,-0.44699627,-0.162176
10,1659069797412,0.20449999,-0.1259,0.18969999
4,1659069797431,0.062290803,-0.25460863,-0.0916996
10,1659069797433,0.0278,-0.18599999,0.5456
10,1659069797454,0.100499995,-0.044999998,10,1659069797454,0.100499995,-0.044999998,0.12709999
10,1659069797472,0.2218,0.124,-0.24949999
4,1659069797470,0.19086921,0.012653637,-0.043668136
10,1659069797492,0.417,0.0191,-0.2747
4,1659069797490,0.15278612,-0.07049385,-0.09813987
4,1659069797510,0.12007865,-0.16900024,-0.1576905
10,1659069797512,0.42839998,-0.17099999,-0.21769999
10,1659069797532,0.7265,-0.093899995,0.1872
4,1659069797531,0.11484266,-0.1160993,-0.18003072
10,1659069797552,1.4449999,-0.1832,0.6497
4,1659069797551,0.20765927,0.092153385,-0.27438322
10,1659069797572,1.5602,-0.39819998,0.83309996
4,1659069797570,0.3538306,0.39538687,-0.44210935
4,1659069797590,0.5461484,0.6014928,-0.5574931
10,1659069797593,1.3967999,-0.3998,0.92389995
10,1659069797612,1.3585,-0.52309996,0.40269998
4,1659069797610,0.7266678,0.53829443,-0.72418946
4,1659069797631,0.74007195,0.55110514,-0.9363517
10,1659069797634,1.5897,-0.4023,-0.48549998
10,1659069797652,1.5260999,-0.2375,-1.398
4,1659069797750,-0.33960617,-0.09639453,-0.3207566
4,1659069797690,0.1555961,0.3516664,-1.1157366
4,1659069797670,0.41973424,0.5817706,-1.3231167
10,1659069797752,-1.0912,0.19299999,-1.0837
10,1659069797733,-1.2305,0.2523,-1.5646
4,1659069797651,0.6461907,0.6611482,-1.1762996
10,1659069797672,0.5525,-0.5866,-2.1172
4,1659069797710,0.08140215,0.11782718,-0.7241371
4,1659069797731,-0.10164797,-0.029688051,-0.4543092
10,1659069797715,-1.7879,0.40809998,-1.2765
10,1659069797692,-1.7343999,-0.58599997,-1.6295999
4,1659069797771,-0.39191368,-0.11383037,-0.22965042
10,1659069797772,-1.3634,0.0883,-0.35349998
4,1659069797790,-0.30822515,-0.069935344,-0.11040953
10,1659069797792,-1.4379,0.1326,-0.0058
4,1659069797870,-0.10349803,0.23722515,0.07309439
4,1659069797830,-0.19758873,0.14936528,0.0056199604
4,1659069797813,-0.22441444,0.011623893,-0.020629792
10,1659069797814,-1.0504999,0.0699,-0.11229999
10,1659069797872,-1.1144999,0.113299996,0.060799997
4,1659069797851,-0.16083209,0.26570892,0.0025481808
10,1659069797832,-0.5948,0.1458,-0.1424
10,1659069797852,-0.6142,0.17009999,-0.0262
4,1659069797890,-0.073548175,0.06841691,0.21464059
10,1659069797892,-1.3452,0.1679,0.0299
4,1659069797911,-0.09227556,-0.085887656,0.3061482
10,1659069797912,-1.0253,0.2455,0.0875
4,1659069797931,-0.081140354,-0.06084218,0.33187437
10,1659069797933,-1.2238,0.322,0.60789996
4,1659069797951,0.08761553,0.01160644,0.48300242
4,1659069797990,0.2599668,-0.38973203,1.1538372
10,1659069797992,-2.8618,0.3963,-0.57949996
10,1659069797952,-2.2782,0.18169999,0.90559995
4,1659069797971,0.28134707,-0.09745918,0.82159626
10,1659069797972,-3.0992,0.2409,0.3626
4,1659069798010,0.034540065,-0.6751806,1.3520367
10,1659069798032,-1.3931,0.2829,-0.9949
10,1659069798018,-1.9907999,0.49139997,-1.1189
4,1659069798030,-0.18226473,-0.849539,1.4532484
4,1659069798050,-0.28804913,-0.85652035,1.5603942
10,1659069798052,-1.2196,-0.0784,-0.78
10,1659069798073,-0.8017,-0.2945,-0.3725
10,1659069798073,-0.8017,-0.2945,-0.3725
10,1659069798095,-0.382,-0.65529996,-0.4495
4,1659069798090,-0.2425484,-0.6230651,1.829873
4,1659069798131,-0.30353022,-0.6904348,1.7712823
10,1659069798115,0.3392,-0.8286,-0.6419
4,1659069798114,-0.23424064,-0.6173055,1.8697363
10,1659069798133,1.2414,-0.97789997,-1.0045
4,1659069798150,-0.40329322,-0.7764446,1.5583347
10,1659069798152,1.7651999,-1.071,-1.0782
10,1659069798172,1.508,-1.1118,-0.6217
4,1659069798170,-0.45738098,-0.78543305,1.4165267
4,1659069798190,-0.38940042,-0.7130194,1.3510942
10,1659069798195,1.6396999,-1.0555,-0.1292
4,1659069798213,-0.29106855,-0.57065284,1.2358327
10,1659069798213,2.2614,-0.9891,-0.1819
10,1659069798252,3.3497999,-0.94729996,-0.2026
10,1659069798293,2.6153998,-1.0184,0.063599996
10,1659069798272,3.09,-0.97999996,0.0177
4,1659069798230,-0.2541025,-0.37807322,1.0267074
4,1659069798290,-0.06775368,0.23260003,0.2011492
10,1659069798233,2.9262,-0.93899995,-0.4071
4,1659069798250,-0.24204226,-0.0953997,0.7440862
4,1659069798270,-0.15406021,0.111352004,0.43343505
10,1659069798316,2.2682,-0.9411,-0.070199996
4,1659069798314,-0.012199852,0.23989551,0.033143803
4,1659069798330,-0.006789331,0.11489502,-0.10698868
10,1659069798352,1.7218,-0.62049997,-0.45859998
4,1659069798350,-0.053825952,-0.08150688,-0.26129323
4,1659069798390,-0.17322393,-0.1402023,-0.5974262
4,1659069798370,-0.1455081,-0.20416862,-0.4201531
10,1659069798392,1.3986,-0.1655,0.1635
10,1659069798372,1.6699,-0.3284,-0.3938
10,1659069798332,1.92,-0.8497,-0.2934
10,1659069798413,0.62299997,-0.2163,0.71199995
10,1659069798433,0.0415,-0.183,0.7646
4,1659069798430,0.12646656,0.2960253,-0.7228281
4,1659069798451,0.25593507,0.35128242,-0.7090051
10,1659069798452,-0.21409999,-0.018299999,0.33789998
10,1659069798472,-0.5451,-0.0087,-0.107999995
4,1659069798470,0.27391198,0.24982643,-0.69490284
4,1659069798490,0.22787018,0.11072369,-0.63022095
10,1659069798492,-0.80799997,0.0609,-0.24059999
4,1659069798511,0.19249237,2.0943952E-4,-0.543129
10,1659069798518,-0.9264,0.119899996,-0.1087
4,1659069798530,0.20322613,-0.087964594,-0.45619416
10,1659069798532,-0.92139995,0.1873,-0.1051
10,1659069798552,-0.79109997,0.1507,-0.3505
4,1659069798550,0.18914133,-0.12875293,-0.3758043
4,1659069798570,0.16683602,-0.12938125,-0.31140164
10,1659069798572,-0.4913,0.1586,-0.37109998
4,1659069798590,0.14227924,-0.081122905,-0.28930578
10,1659069798593,-0.1437,0.1813,-0.5133
4,1659069798630,0.026616272,0.053668875,-0.3402694
10,1659069798632,0.6166,0.050699998,-0.6638
4,1659069798650,-0.045518186,0.24865706,-0.48254862
10,1659069798652,1.7493999,0.1827,-0.61219996
4,1659069798610,0.093322754,-0.028640853,-0.29738665
10,1659069798612,0.1256,0.0797,-0.63229996
4,1659069798690,-0.09335766,0.9941221,-1.1613246
10,1659069798692,3.2328,-0.64419997,-0.2628
4,1659069798670,-0.097092666,0.5544911,-0.7855378
10,1659069798672,2.6678,-0.2235,-0.5801
4,1659069798710,0.09780825,1.4919249,-1.3328382
4,1659069798730,0.50701815,1.9752066,-1.3437814
10,1659069798714,1.9384999,-1.4570999,0.7762
10,1659069798732,1.8682,-0.96159995,1.1834999
10,1659069798752,3.0819,-0.8271,0.31219998
4,1659069798750,0.73738414,2.5240078,-1.4486582
10,1659069798793,2.1885,-1.7982999,-0.5334
10,1659069798793,2.1885,-1.7982999,-0.5334
10,1659069798772,3.4543,-1.1405,-0.1409
4,1659069798770,0.85659015,3.2323847,-1.7169502
4,1659069798810,1.3199227,3.1531816,-2.0163963
10,1659069798812,0.84959996,-1.7823,-1.1673
4,1659069798831,1.2447164,2.691001,-2.0844119
10,1659069798833,0.3983,-1.2569,-1.5471
4,1659069798850,1.1094708,2.5667858,-1.9522381
10,1659069798852,-1.6281999,-0.8793,-1.0107
10,1659069798872,-2.6351,-0.2358,-0.8502
4,1659069798870,1.2314345,2.3075695,-1.5528892
10,1659069798895,-3.4024,-0.0374,-1.3568
10,1659069798912,-3.7665,0.053099997,-1.7928
4,1659069798894,1.2935683,1.9326904,-1.1409043
4,1659069798910,1.2552582,1.4614689,-0.7470184
4,1659069798930,1.0303551,1.0049781,-0.4218461
10,1659069798932,-3.3286998,0.15169999,-2.0537
10,1659069798952,-2.7352,0.2915,-2.0211
4,1659069798950,0.76379097,0.55977947,-0.252043
4,1659069798971,0.5124461,0.15207054,-0.087214105
10,1659069798972,-2.6181998,0.4693,-2.0481
4,1659069798990,0.20689133,-0.14772467,0.10238101
10,1659069798993,-2.1385999,0.53429997,-1.9639
4,1659069799010,-0.0559378,-0.37046358,0.23099433
4,1659069799030,-0.25457373,-0.5398303,0.33777356
10,1659069799013,-1.6107,0.49339998,-1.6236
10,1659069799032,-1.3259,0.3304,-1.3176999
4,1659069799091,-0.49387583,-0.6279346,0.35194564
10,1659069799073,-0.0831,-0.0123,-0.5144
10,1659069799052,-0.70159996,0.1836,-0.9615
4,1659069799050,-0.41907102,-0.6466445,0.4046895
10,1659069799092,0.26029998,-0.12539999,-0.23869999
4,1659069799070,-0.49286354,-0.6754773,0.39268163
10,1659069799112,0.5027,-0.1357,0.119399995
4,1659069799110,-0.46106362,-0.41498694,0.3566231
4,1659069799130,-0.3450865,-0.23588125,0.3407232
10,1659069799132,0.78819996,-0.1847,0.1551
10,1659069799153,0.9736,-0.2741,0.018199999
4,1659069799151,-0.27661723,-0.18748327,0.26806512
4,1659069799170,-0.2647839,-0.24209462,0.16481145
10,1659069799172,1.0655,-0.26229998,-0.122499995
10,1659069799192,1.1545,-0.2145,0.1082
4,1659069799191,-0.2749068,-0.22404791,0.07300712
10,1659069799212,0.9665,-0.2583,0.3482
4,1659069799210,-0.20397663,-0.14514159,-0.014486233
10,1659069799232,0.5128,-0.2598,0.3708
4,1659069799230,-0.10458013,-0.05682792,-0.026843164
4,1659069799250,-0.03255039,-0.0028099802,-0.021642083
10,1659069799259,0.46649998,-0.1268,0.211
4,1659069799271,-0.02401573,-0.0063006384,-0.0704764
10,1659069799272,0.48009998,-0.0654,-0.099
4,1659069799310,-0.04691445,0.005846853,-0.081873395
4,1659069799290,-0.04670501,-0.012077678,-0.08356637
10,1659069799312,0.2525,0.024999999,0.0144
10,1659069799292,0.19849999,-0.07,-0.123399995
10,1659069799333,0.4344,0.0023999999,0.084699996
4,1659069799330,-0.018081611,0.08775515,-0.13082989
4,1659069799350,0.032934364,0.15135495,-0.14570008
10,1659069799352,-0.15619999,-0.1357,-0.030599998
10,1659069799373,-0.4673,0.0094,-0.0837
4,1659069799372,0.0479791,0.13987069,-0.055152405
10,1659069799392,-0.16759999,0.0797,-0.2034
4,1659069799391,0.03637266,0.06487389,-0.009826204
4,1659069799410,0.0012391837,-0.00853466,-0.010140363
10,1659069799412,-0.2419,-0.019,-0.3691
4,1659069799430,-0.042202063,-0.037384953,0.028920105
10,1659069799432,-0.1325,0.030499998,-0.34
10,1659069799452,0.1353,0.049799997,-0.35
4,1659069799450,-0.07337364,-0.034766957,0.029705504
10,1659069799473,0.0207,-0.0669,-0.38509998
4,1659069799472,-0.099483766,-0.06853908,0.013980087
4,1659069799490,-0.13318607,-0.098244585,0.045622908
10,1659069799492,-0.0824,-0.015,-0.25059998
10,1659069799533,0.2444,-0.030399999,-0.13669999
4,1659069799531,-0.15407766,-0.082449354,0.03265511
10,1659069799513,0.1408,0.0165,-0.15339999
4,1659069799510,-0.14357078,-0.09876818,0.056164697
10,1659069799554,0.1567,-0.095,-0.14029999
4,1659069799551,-0.14460053,-0.074281216,0.025534166
4,1659069799571,-0.14166838,-0.08785988,0.025429446
10,1659069799572,0.099999994,-0.0418,-0.22019999
4,1659069799590,-0.18886207,-0.12494812,0.020629792
10,1659069799592,0.25849998,0.011299999,-0.3886
4,1659069799610,-0.25094345,-0.14693926,-0.006632251
10,1659069799612,0.2986,-0.0605,-0.2933
10,1659069799633,0.0287,-0.0985,0.0345
4,1659069799630,-0.24345598,-0.13929473,0.0026703537
10,1659069799652,0.0712,-0.1077,0.18789999
4,1659069799651,-0.1868026,-0.13452998,0.023876105
4,1659069799691,-0.081122905,-0.12747885,0.010105456
4,1659069799710,-0.06588618,-0.11280063,0.031625368
4,1659069799670,-0.123098075,-0.13308136,0.015917404
10,1659069799693,0.14019999,-0.0963,0.027199998
10,1659069799714,0.1219,-0.0341,-0.066
10,1659069799672,0.1589,-0.081199996,0.1654
10,1659069799754,0.071499996,-0.051099997,-0.3879
10,1659069799792,-0.20529999,0.2687,-1.3513
4,1659069799770,-0.25490534,-0.35053194,0.017959438
4,1659069799830,-1.2705299,-2.160386,0.02953097
10,1659069799772,-0.0479,0.2674,-0.98999995
10,1659069799812,-1.0521,0.0872,-1.7138
4,1659069799790,-0.49176398,-0.64603364,0.0023561944
4,1659069799810,-0.7801098,-1.2037362,0.012793263
4,1659069799730,-0.06949901,-0.13452998,0.02698279
10,1659069799832,-1.0501,-0.0385,-2.807
10,1659069799732,0.19049999,0.006,-0.2104
10,1659069799854,-0.271,0.122999996,-2.9896
10,1659069799754,0.071499996,-0.051099997,-0.3879
10,1659069799854,-0.271,0.122999996,-2.9896
10,1659069799875,-0.213,-0.2444,-1.6421
4,1659069799874,-2.379739,-3.8479273,-0.0437205
4,1659069799910,-2.109143,-3.5967746,0.31087804
10,1659069799892,-0.1854,-0.4763,-0.0919
4,1659069799890,-2.3797913,-3.9160128,0.105574965
4,1659069799930,-1.7163393,-2.8081126,0.5272814
10,1659069799912,-0.1458,-0.3929,0.6178
10,1659069799932,-0.118499994,-0.4849,1.4042
10,1659069799953,0.167,-0.5076,2.1148999
10,1659069799953,0.167,-0.5076,2.1148999
10,1659069799974,1.1733999,-0.45009997,2.5762
4,1659069799970,-0.5092696,-0.3808134,0.9934938
4,1659069799990,-0.008133234,1.0127099,1.0093763
10,1659069799992,2.5424,-0.7664,2.0600998
10,1659069800012,3.1130998,-1.0217999,1.8348
4,1659069800011,0.49755847,2.0197997,0.7282212
10,1659069800032,2.5498,-0.9517,1.0249
4,1659069800030,0.91923,2.2590668,0.38912115
4,1659069800070,0.8831715,1.5358897,0.09161233
10,1659069800052,1.7075,-0.85709995,0.0967
4,1659069800050,1.0356784,1.9959236,0.21090558
10,1659069800072,1.5122,-0.43649998,-0.5225
4,1659069800090,0.67945665,1.2472297,0.010018189
10,1659069800093,0.926,-0.0624,0.0479
4,1659069800110,0.7623947,1.2260588,0.05326745
10,1659069800115,0.2985,-0.3588,1.1227
10,1659069800133,-0.2145,-0.4272,1.3126
10,1659069800152,-0.2395,-0.16679999,0.6137
4,1659069800131,1.1440284,1.0357133,0.0450644
4,1659069800150,1.3650744,0.9038362,0.05427974
4,1659069800170,1.4116049,0.8309687,0.054314647
10,1659069800172,-0.1559,0.009699999,0.16849999
10,1659069800192,-0.82879996,-0.1144,0.067099996
4,1659069800191,1.422548,0.7214493,0.119555056
4,1659069800210,1.484001,0.6650228,0.30860913
10,1659069800213,-0.99719995,-0.0771,0.2329
10,1659069800234,-0.737,-0.15089999,0.24479999
10,1659069800234,-0.737,-0.15089999,0.24479999
4,1659069800250,1.6409411,0.48298496,0.4933173
10,1659069800252,-0.4899,-0.3141,0.0078
10,1659069800272,-0.14729999,-0.2678,-0.4121
10,1659069800292,-0.4594,-0.37739998,-0.6242
4,1659069800290,1.5546869,0.17303194,0.4689525
10,1659069800312,-0.52849996,-0.363,-0.4852
4,1659069800331,1.4004173,-0.08857546,0.6888989
4,1659069800310,1.4304893,0.07457792,0.6019291
4,1659069800271,1.6588657,0.33506832,0.46565384
10,1659069800352,0.1581,-0.1361,-0.5568
4,1659069800350,1.3665578,-0.17132153,0.70629984
10,1659069800335,-0.4034,-0.4154,-0.419
10,1659069800393,0.9396,-0.0731,-1.2875
4,1659069800370,1.257789,-0.2713289,0.6135181
10,1659069800393,0.9396,-0.0731,-1.2875
10,1659069800372,0.40899998,-0.2488,-0.9264
4,1659069800412,0.93273884,-0.49326494,0.27979374
10,1659069800418,0.9661,-0.15869999,-1.4625
10,1659069800432,0.6265,0.0028,-1.4167
4,1659069800430,0.7930602,-0.50984555,0.15140732
4,1659069800450,0.6495068,-0.32299063,0.19170697
10,1659069800452,0.31309998,0.035,-1.319
4,1659069800470,0.48979175,-0.1414764,0.21977186
10,1659069800472,0.65309995,-0.017099999,-1.4419999
4,1659069800490,0.33196163,-0.03637266,0.119014
10,1659069800492,0.87299997,-0.114999995,-1.4267
4,1659069800511,0.21483257,0.018884463,0.008063421
10,1659069800532,0.4852,-0.0150999995,-1.2415
4,1659069800530,0.1243198,9.773844E-4,-0.09079203
10,1659069800513,0.6238,-0.15969999,-1.323
10,1659069800552,0.032199997,-0.0348,-1.0993999
4,1659069800550,-0.00715585,-0.017819813,-0.101386175
4,1659069800570,-0.14425147,-0.027995082,-0.07035422
10,1659069800573,-0.0265,0.0155,-0.88519996
4,1659069800590,-0.24218188,-0.05948082,-0.05050983
10,1659069800597,-0.1503,-0.0212,-0.5606
4,1659069800611,-0.28815386,-0.039304815,0.008691739
10,1659069800613,-0.2881,-0.0178,-0.1673
4,1659069800630,-0.25232226,-0.04935791,0.03255039
10,1659069800633,-0.20199999,-0.0145,0.0015
4,1659069800650,-0.20134118,-0.07094763,0.037297685
10,1659069800652,-0.2188,-0.0312,0.020399999
4,1659069800670,-0.17474237,-0.039461896,0.08110545
10,1659069800673,-0.24669999,0.0201,0.0784
4,1659069800690,-0.15207054,-0.008552114,0.102695175
10,1659069800692,0.1487,0.0314,0.0831
4,1659069800711,-0.12651892,-0.007888888,0.054558992
10,1659069800714,0.3227,-0.14389999,0.1584
4,1659069800730,-0.06527531,-0.011239921,0.02932153
10,1659069800732,0.2737,-0.1819,0.23429999
4,1659069800750,0.003106686,-0.010716322,0.014172073
10,1659069800752,0.3071,-0.21059999,0.1628
4,1659069800770,0.041486476,-0.03143338,0.007347836
10,1659069800772,0.2649,-0.21079999,-0.0424
4,1659069800790,0.03541273,-0.094387405,-0.0057072267
10,1659069800792,0.3022,-0.1528,-0.3484
4,1659069800811,-0.015463617,-0.13660692,-0.026092673
10,1659069800814,0.292,-0.045399997,-0.43069997
10,1659069800832,0.2065,-0.0645,-0.347
4,1659069800830,-0.05862561,-0.099885195,-0.017400933
4,1659069800850,-0.06668903,-0.049270645,-0.0016929694
10,1659069800852,0.0415,-0.17119999,-0.3006
10,1659069800873,-0.0275,-0.17989999,-0.471
4,1659069800870,-0.040474184,-0.06499606,0.005253441
4,1659069800891,-0.061470497,-0.054925513,-0.016877335
10,1659069800893,0.1369,-0.110599995,-0.7443
4,1659069800911,-0.17058848,0.037437312,-0.0866905
10,1659069800914,0.30589998,0.0866,-1.2667999
4,1659069800930,-0.33620277,0.062308256,-0.12552407
10,1659069800933,0.1567,0.1103,-1.5935999
4,1659069800950,-0.52939326,0.098419115,-0.13922492
10,1659069800961,0.1311,0.091199994,-2.0207999
4,1659069800970,-0.77501345,0.21612412,-0.15388568
10,1659069800972,0.23969999,0.0804,-2.2584999
10,1659069801012,0.4815,0.32569999,-2.5451999
10,1659069800993,0.2547,0.0313,-2.3177
4,1659069800990,-1.0478258,0.32883748,-0.16502088
4,1659069801011,-1.3683207,0.4605924,-0.21645573
4,1659069801030,-1.7775131,0.5918935,-0.32361895
10,1659069801032,0.7726,0.5474,-3.2433
10,1659069801052,0.4933,-0.5395,-3.5644
4,1659069801050,-2.3072205,0.57290435,-0.37760198
4,1659069801093,-3.2150536,0.63990754,-0.56508523
10,1659069801094,1.5647999,-1.1848999,-2.7615
4,1659069801070,-2.80251,0.5099503,-0.3983016
10,1659069801073,0.6098,-1.1664,-3.1587
4,1659069801110,-3.4666429,0.747699,-0.867097
10,1659069801132,1.6666,-2.188,-2.9756
10,1659069801152,0.23869999,-3.1717,-3.1699
4,1659069801230,-3.4921246,0.24898867,-0.42622685
4,1659069801150,-3.8997462,0.5185024,-1.317392
10,1659069801193,-2.2549999,-3.1911,1.3385
10,1659069801112,1.6803,-1.5532999,-2.7881
10,1659069801212,0.4201,-2.6957998,3.2935998
4,1659069801211,-4.218164,0.2486396,-0.08445648
4,1659069801250,-2.8247106,0.6464874,-0.8294677
10,1659069801193,-2.2549999,-3.1911,1.3385
4,1659069801170,-4.2643104,0.07826056,-0.91551244
10,1659069801172,-3.1703,-4.0354,-1.5159999
4,1659069801130,-3.658018,0.75228924,-1.1747811
10,1659069801232,1.2305,-2.2661998,3.9731998
4,1659069801271,-2.2101803,0.6269397,-0.4002738
10,1659069801252,0.289,-2.4078999,3.0035
10,1659069801272,-3.2751,-2.108,3.9083998
10,1659069801293,-1.9379,-0.8821,5.5485
4,1659069801290,-1.4936702,0.84795076,0.16170475
4,1659069801310,-0.7247131,1.2552582,0.24771458
4,1659069801330,-0.18814649,1.3086305,0.24296728
10,1659069801332,-0.673,-0.8189,3.2484
4,1659069801350,0.13447762,0.95558524,0.26289895
10,1659069801352,-0.76699996,-0.3618,2.2905998
10,1659069801312,-0.5312,-0.7662,4.6857
4,1659069801370,0.25703463,0.50014156,0.19973548
4,1659069801391,0.17198475,0.11156145,0.18186331
10,1659069801372,-0.5097,-0.1061,1.1185
10,1659069801393,-0.3796,-0.1015,0.26319999
10,1659069801414,0.032899998,-0.1213,0.0317
10,1659069801414,0.032899998,-0.1213,0.0317
4,1659069801430,0.019338248,-0.23462461,0.07745771
10,1659069801432,0.1378,0.0963,0.0581
4,1659069801450,8.2030473E-4,-0.36610025,0.113481306
10,1659069801452,-0.2304,0.048899997,-0.23959999
10,1659069801492,0.3813,0.0323,-0.2573
4,1659069801490,0.0016231562,-0.27708846,0.1322436
10,1659069801472,0.181,0.13949999,-0.2042
4,1659069801470,-0.0023561944,-0.37440804,0.15208799
4,1659069801530,0.13423327,0.0019896755,0.12217305
4,1659069801511,0.05000368,-0.13425073,0.11864748
10,1659069801513,0.3831,-0.0251,-0.0976
10,1659069801532,0.17369999,-0.0893,-0.0127
4,1659069801550,0.20153317,0.062936574,0.1669931
10,1659069801554,0.0545,-0.0398,-0.0095
10,1659069801572,0.1269,-0.033,-0.0648
4,1659069801571,0.2401224,0.10625564,0.19399334
4,1659069801590,0.24174555,0.13379695,0.19518016
4,1659069801611,0.24664994,0.16236798,0.15908676
10,1659069801614,0.42119998,-0.0252,0.0064
10,1659069801593,0.21319999,-0.0535,-0.093899995
4,1659069801671,0.8269719,0.7763399,0.3481932
10,1659069801652,-0.017099999,-0.3506,1.4706
10,1659069801673,-0.8914,-0.4847,2.7279
4,1659069801650,0.34533083,0.4247957,0.18682005
4,1659069801630,0.26876324,0.17437585,0.14796901
10,1659069801633,0.1369,-0.2895,0.1681
10,1659069801693,-1.2684,-0.46739998,2.9499998
10,1659069801752,0.364,-0.6979,1.1561999
4,1659069801750,2.5731215,1.3894916,0.96809924
4,1659069801771,2.5925121,1.2599183,0.94616044
10,1659069801773,0.3123,-0.973,0.7511
4,1659069801791,2.6244516,0.7906865,0.8518603
10,1659069801793,0.5124,-0.9428,0.17459999
10,1659069801813,0.6552,-0.82799995,-0.774
10,1659069801813,0.6552,-0.82799995,-0.774
10,1659069801832,0.7597,-0.6145,-1.3504
4,1659069801830,2.1553245,-0.17294468,0.5507561
