type,millis,sensor_x,sensor_y,sensor_z
4,1659069791190,-0.013508848,-0.0020594886,4.363323E-4
10,1659069791232,-0.056199998,-0.1294,-0.0995
10,1659069791192,-0.016099999,-0.085499994,-0.1481
4,1659069791170,-0.004310963,-0.0012042772,2.9670598E-4
10,1659069791252,-0.0389,-0.0905,0.3908
4,1659069791214,-0.012845623,-0.002513274,3.6651915E-4
10,1659069791172,-0.0256,-0.1156,-0.1481
10,1659069791216,0.003,-0.112399995,-0.0993
4,1659069791230,0.0016580628,-0.011693706,0.005358161
4,1659069791250,0.25438175,0.20916025,-0.014276793
4,1659069791270,0.039776053,0.06286676,0.086481065
10,1659069791272,-0.4879,0.1832,-1.1258
4,1659069791291,-0.19593066,-0.03986332,0.53839916
10,1659069791292,-0.2315,0.7439,-0.6741
10,1659069791332,1.6247,3.3088999,-0.3669
4,1659069791330,-0.4415683,0.04626868,-0.7848571
10,1659069791314,1.0073999,0.70409995,0.058399998
4,1659069791312,-0.28131217,-0.07887143,0.94872606
4,1659069791350,-0.3707952,0.15934856,-0.6565056
10,1659069791352,-1.0236,-0.59929997,1.0198
4,1659069791370,-0.4075693,0.43751913,-0.2661278
10,1659069791375,-0.73969996,-2.8423998,0.58379996
4,1659069791392,-0.3115762,1.8002722,-0.039845865
10,1659069791393,0.4371,-3.3797998,4.1686997
4,1659069791451,-0.48354346,1.9967439,0.20217894
4,1659069791471,-0.16098917,2.1996908,-0.066060714
10,1659069791473,0.7678,-0.17009999,0.73609996
10,1659069791497,-0.3075,0.19749999,2.6138
4,1659069791496,0.43743187,3.5033994,-0.22896974
4,1659069791511,0.37746236,3.2828596,-0.20189969
4,1659069791530,0.18788469,2.4983342,-0.0450644
10,1659069791532,0.58599997,-0.0897,-1.7196
10,1659069791512,-0.52059996,-1.0417,-2.3397
10,1659069791552,0.87899995,0.35029998,-0.1372
4,1659069791550,0.32210052,2.057202,-0.07719591
4,1659069791610,0.8795587,1.3579185,-0.25954792
4,1659069791594,0.92163855,1.7561852,-0.25052455
10,1659069791595,0.8138,-0.486,0.33929998
10,1659069791612,0.18969999,-0.9564,-1.1041
10,1659069791632,-0.4872,-0.94369996,-0.9853
4,1659069791630,0.6555108,1.2741601,-0.1415462
4,1659069791650,0.49225265,1.5813382,0.01855285
10,1659069791652,-0.32,-0.8032,0.2286
10,1659069791674,0.1959,-1.189,0.79289997
4,1659069791670,0.42795473,1.8708184,0.109693944
10,1659069791693,0.76049995,-1.0036,1.5152999
4,1659069791692,0.3778987,1.9971453,-0.034208454
10,1659069791732,-1.3771,-1.5002999,1.3503
10,1659069791714,-0.1109,-1.3468,1.2875999
4,1659069791710,0.5073672,1.9182913,-0.1067967
4,1659069791730,0.52859044,1.7822953,0.03487168
4,1659069791750,0.64161795,1.7372484,0.29242992
4,1659069791810,1.504247,1.8502759,0.5142264
4,1659069791775,1.0112089,1.8098191,0.51131165
10,1659069791758,-1.8706,-1.5214,2.2453
10,1659069791776,-2.1692,-1.4433,3.0976999
10,1659069791812,-0.9267,-2.0302,1.7578
10,1659069791792,-0.7572,-1.944,1.8908999
4,1659069791791,1.3027138,1.8300301,0.5939705
10,1659069791832,-2.4975998,-1.8202,0.963
4,1659069791830,1.459933,1.7498322,0.64844215
10,1659069791853,-1.992,-1.6859,1.3532
4,1659069791850,1.4502988,1.5461174,0.87215847
4,1659069791872,1.4616259,1.605511,0.86468846
10,1659069791915,-2.5712,-1.6775,1.4147999
4,1659069791910,1.9229689,3.1135278,0.97714
10,1659069791892,-1.3297,-1.3843,3.0307999
4,1659069791950,1.5537968,3.4971511,1.3569237
4,1659069791890,1.8232931,2.19435,0.79717916
10,1659069791956,-1.3456,-0.6124,0.3215
4,1659069791930,1.8118961,3.691197,1.1992506
10,1659069791875,-0.39659998,-1.4600999,2.3232
10,1659069791932,-1.9969,-0.9723,0.6518
10,1659069791974,-0.87469995,-0.0323,0.3638
10,1659069791974,-0.87469995,-0.0323,0.3638
10,1659069791993,-1.1251999,-0.2051,0.25169998
4,1659069791992,1.4987491,2.533171,1.4052343
4,1659069792010,1.4534229,2.7193625,1.4672983
10,1659069792012,-1.4555999,-0.5236,-0.5258
4,1659069792030,1.3937327,2.5369234,1.5415795
10,1659069792032,-1.5209,-0.6267,-0.7995
4,1659069792072,1.3959143,2.6200883,1.6413599
10,1659069792053,-0.99789995,-0.97669995,-0.803
4,1659069792051,1.4357777,2.7098157,1.5719308
4,1659069792090,1.333449,2.281407,1.8536793
10,1659069792073,-1.6825,-1.3306,-0.98889995
4,1659069792110,1.186248,2.2660832,2.2358017
4,1659069792130,0.91402894,2.451664,2.632742
10,1659069792132,-0.3523,-2.6252,-0.3277
10,1659069792092,-2.0111,-1.7419,-0.9022
10,1659069792112,-2.2554998,-2.3509998,-0.4301
4,1659069792151,0.5159891,2.545109,2.7791576
10,1659069792154,1.3388,-2.2138,-0.116
4,1659069792173,0.30353022,2.5100627,2.8265955
10,1659069792174,3.4269,-2.1632,0.1362
4,1659069792191,-0.0071383966,2.1145363,2.7406383
10,1659069792192,5.0011,-2.0692,-0.2765
4,1659069792230,-0.38173842,0.94909257,2.285875
4,1659069792210,-0.32054716,1.5138986,2.58019
10,1659069792212,6.4821,-2.0321999,0.1959
10,1659069792232,7.8964996,-2.4629,0.77269995
4,1659069792290,0.3663097,0.4213225,0.76043993
4,1659069792271,0.12067206,0.60320324,1.2870756
10,1659069792253,8.8018,-2.4455,1.3995
10,1659069792253,8.8018,-2.4455,1.3995
10,1659069792292,9.4675,-1.8188,-0.0369
10,1659069792273,9.3036995,-2.1376,1.1297
10,1659069792356,8.3161,-1.3492999,-1.8998
10,1659069792412,6.6663,-1.9354,1.0469999
10,1659069791412,-2.1906,-1.6112,-2.1620998
4,1659069791430,-0.6418623,1.7008758,0.34918803
10,1659069792432,7.2292,-1.2571,3.0012
10,1659069792392,7.5502996,-1.7648,-0.4703
4,1659069792354,-0.7732158,-1.3104455,-0.40224603
10,1659069791432,0.5297,-0.5864,0.050699998
4,1659069792390,-1.5741823,-1.6089318,-0.9450783
10,1659069792313,9.6009,-1.3102,-1.8844
4,1659069792410,-1.7222385,-2.0558581,-1.1061722
10,1659069791452,0.8016,-0.3191,1.7655
10,1659069792334,8.6308,-1.1385,-2.4068
10,1659069792372,7.8603997,-1.5313,-1.3398
4,1659069791410,-0.68101,1.8788644,0.18404497
4,1659069792371,-1.2061796,-1.5053116,-0.65713394
4,1659069792311,0.17523105,-0.06841691,0.23254767
4,1659069792330,-0.3314904,-0.8027293,-0.14720106
4,1659069792430,-1.4670888,-2.14864,-1.5024318
4,1659069792455,-1.1198381,-1.5875515,-2.0861397
10,1659069792456,5.6948,-1.5882,3.6148
4,1659069792510,-0.6200282,-2.451594,-1.8860551
10,1659069792492,1.027,-0.8621,3.1304998
4,1659069792490,-0.76269144,-1.5252433,-1.970372
4,1659069792531,-0.2223724,-2.2212281,-2.4146106
10,1659069792472,2.7674,-1.6702,3.4085999
10,1659069792512,2.3988,0.0642,4.1194
4,1659069792471,-0.9413259,-1.1768057,-2.2630463
10,1659069792552,-0.5943,-0.54609996,5.6979
10,1659069792533,2.2503,-0.3928,6.3129997
4,1659069792551,0.2719572,-1.5275122,-2.6841245
4,1659069792610,0.15634659,-3.039805,-0.9135577
4,1659069792571,0.6166946,-1.358093,-2.3238535
4,1659069791571,0.6091024,1.9039447,-0.102293745
10,1659069792572,-3.6927,0.20009999,3.6825
10,1659069791572,1.0839,0.15179999,0.7561
4,1659069792590,0.4096113,-2.1320593,-1.6006589
10,1659069792592,-4.6152997,1.3234,1.6761
10,1659069792656,-1.367,0.2386,5.1994
10,1659069792612,-4.1327,0.95739996,2.9306
4,1659069792630,0.19839157,-3.7488625,-0.31508428
4,1659069792655,0.34885642,-4.2321267,0.03248058
10,1659069792632,-3.8367,0.51199996,4.1071
4,1659069792670,0.8756142,-3.85161,-0.4312185
10,1659069792673,0.0101,0.0918,6.3135
10,1659069792718,-3.2024,0.1713,1.4779999
4,1659069792711,1.5050149,-3.199712,-0.7874751
10,1659069792732,-2.1701,0.0933,0.83559996
10,1659069792732,-2.1701,0.0933,0.83559996
10,1659069792792,-3.0916,-3.2003,0.5384
4,1659069792751,1.3514782,-2.874121,-1.3164845
10,1659069792772,-0.1175,-2.0506,3.0769
4,1659069792770,1.8810984,-1.3325065,-2.4946864
4,1659069792790,2.1830752,-0.104754664,-3.1048186
10,1659069792752,1.4185,-0.4604,3.2867
10,1659069792812,-5.3030996,-3.2926,-2.1469
4,1659069792810,2.25137,0.07665486,-3.0116704
4,1659069792851,1.2912295,-1.479952,-1.593695
4,1659069792870,1.0616838,-1.5044912,-0.9817302
10,1659069792853,-6.128,-2.842,-1.9991
4,1659069792832,1.8455286,-0.8743227,-2.409462
10,1659069792833,-6.4518,-2.8720999,-3.5165
4,1659069792910,1.716444,-1.1797903,-1.4630048
10,1659069792914,1.7861999,-4.1426,1.9203999
10,1659069792872,-3.832,-2.9808998,0.103599995
4,1659069792890,1.2298462,-1.4397047,-0.9021607
10,1659069792892,0.045199998,-3.3816998,1.5884
10,1659069792934,0.50229996,-4.2404,-0.0188
4,1659069792990,0.41156608,-0.038397245,-1.3299409
10,1659069792954,-1.3306999,-3.9757,-2.7035
4,1659069793050,-0.45563567,-0.13316862,-0.23940681
4,1659069792970,1.1917806,0.017086774,-1.7907602
4,1659069792950,1.8646225,-0.13877113,-2.0455608
10,1659069792972,-2.7784,-3.4457,-4.6026998
10,1659069793012,-2.9507,-3.0929,-3.0992
10,1659069792934,0.50229996,-4.2404,-0.0188
10,1659069793133,-1.8403,-0.3759,-1.3965
10,1659069793052,-2.2312,-2.2503998,-1.1732
10,1659069793074,-2.2027,-1.7736,-0.607
10,1659069792992,-3.4206,-3.2969,-4.2809
4,1659069793033,-0.3424336,-0.13749704,-0.51534337
4,1659069793010,-0.089273594,-0.13740978,-0.8724552
4,1659069793071,-0.5422912,-0.012007865,-0.0016755161
10,1659069793092,-1.8876,-1.2044,-0.59349996
10,1659069793034,-2.465,-2.7867,-1.9317
4,1659069793091,-0.53735197,0.16793558,0.15912166
10,1659069793112,-1.8161,-0.5945,-1.5189999
4,1659069793110,-0.7120245,0.16552703,0.2766347
10,1659069793133,-1.8403,-0.3759,-1.3965
10,1659069793252,-0.5256,-0.48259997,2.0372
4,1659069793270,-1.1037811,0.04464552,1.5028332
10,1659069793273,0.4377,-0.2331,1.791
10,1659069793352,2.185,1.3711,0.4996
4,1659069793330,-0.56033796,0.28644344,1.1449535
10,1659069793332,2.2259998,1.1223999,0.8214
10,1659069793316,1.8841,0.7125,1.4861
4,1659069793290,-0.8572883,-0.15629423,1.4882946
4,1659069793350,-0.6315823,0.5220105,0.8820894
10,1659069793292,1.2781999,0.14199999,2.0848
4,1659069793315,-0.6047042,-0.06277949,1.3650744
10,1659069793392,2.5316,1.5684999,0.6534
4,1659069793450,0.017662732,0.06642723,-0.4528955
4,1659069793470,0.103515476,0.34948474,-0.74068284
4,1659069793390,-0.4531922,-0.05318018,0.43657666
10,1659069793432,3.0753,1.6545999,0.97059995
10,1659069793373,2.337,1.4326999,0.6397
10,1659069793472,2.217,1.5316,0.0339
10,1659069793515,1.2063,1.0914,0.041899998
4,1659069793612,1.0973059,0.16285667,-1.5050672
4,1659069793411,-0.26604053,-0.456997,0.21580996
4,1659069793431,-0.10053097,-0.47862163,-0.09457939
4,1659069793491,0.13962634,0.071157075,-0.910451
10,1659069793592,1.9876,0.145,0.1969
10,1659069793532,1.2386,0.7682,0.6701
10,1659069793493,1.785,1.3867999,-0.42159998
10,1659069793613,2.1027,-0.2042,-0.1533
4,1659069793530,0.31176817,0.025167648,-0.95673716
10,1659069793452,2.7721,1.4613999,0.905
10,1659069793632,1.974,-0.5112,0.0616
10,1659069793572,1.8012999,0.3159,0.7453
4,1659069793590,1.0315943,0.24659757,-1.3187708
4,1659069793514,0.18636626,-0.14166838,-0.9348507
4,1659069793550,0.56082666,0.16765633,-1.0405304
10,1659069793373,2.337,1.4326999,0.6397
4,1659069793570,0.8476017,0.23954643,-1.1632271
10,1659069793413,2.9612,1.5417,0.8315
10,1659069793652,1.9849999,-0.71209997,-0.3067
4,1659069793631,1.0518227,0.39865065,-1.7233032
10,1659069793552,1.6452999,0.6268,0.903
4,1659069793650,1.0262362,0.60233057,-1.9704069
4,1659069792691,1.4217627,-3.2216334,-0.83452916
10,1659069792692,-1.6626999,-0.023799999,4.029
4,1659069793671,0.8913571,0.40350267,-2.1219363
10,1659069793682,1.5417999,-1.0655,-0.26229998
10,1659069793714,4.4792,-2.9872,-0.16409999
4,1659069793810,0.55035466,-1.26299,-1.1266799
10,1659069793693,1.3647,-1.4633,0.196
10,1659069793872,-2.5795999,-0.75519997,-0.2548
10,1659069793933,-1.8931999,-3.148,-1.4320999
10,1659069793995,-2.3132,-1.3778,1.3899
10,1659069793793,1.13,1.2712,1.8972
10,1659069793812,1.1747,1.3794999,0.7195
4,1659069793994,-0.70261717,3.5101364,2.043414
4,1659069793930,0.7466693,1.2815603,0.3719122
10,1659069793776,-1.1524999,-1.0442,-0.2166
4,1659069793830,0.2705435,-0.9440486,-1.2642467
10,1659069793832,0.2135,0.67249995,0.838
4,1659069793710,0.98047364,-0.216543,-2.2589972
10,1659069793972,-2.4045,-1.6736,2.3995
4,1659069793692,0.9513964,0.09417797,-2.1442068
4,1659069793850,0.3009995,-1.3287367,-1.0733426
4,1659069793950,-0.0050440016,3.6999934,1.0172303
10,1659069793732,0.24319999,-5.9389997,-5.6025
10,1659069793912,0.50699997,-0.27249998,2.268
10,1659069793752,-3.6062999,-1.5263,0.6393
4,1659069793910,0.98300433,-1.7107892,0.39482838
4,1659069793892,0.505395,-3.6831508,0.21298252
4,1659069793793,0.9887639,-1.4647502,-1.1089299
10,1659069793852,-1.1729,-0.5902,-0.6256
4,1659069793970,0.10758209,3.57234,1.3978342
4,1659069793870,0.47143087,-2.5589669,-0.5032308
4,1659069793750,0.9268746,-0.5446998,-1.6286714
10,1659069793952,0.6634,-0.7579,0.5877
4,1659069793730,0.76230747,-0.5105437,-2.3039045
4,1659069793770,1.1130139,-1.0248225,-1.3351768
4,1659069794050,-1.4324092,0.303792,0.44842744
10,1659069793894,-2.2616,-1.1779,0.86439997
10,1659069794074,-1.5796,-0.7783,-0.8261
4,1659069794010,-1.4824128,2.9638484,1.7960835
10,1659069794113,-0.70309997,-0.5718,-1.6154
4,1659069794150,-0.47345546,0.92402965,-0.0024958209
10,1659069794132,-0.6748,-0.1752,-1.6046
10,1659069794012,-2.7333999,-1.5267999,1.5382999
10,1659069794032,-3.389,-1.5672,-0.5237
10,1659069794113,-0.70309997,-0.5718,-1.6154
10,1659069794053,-2.9949,-1.4401,-0.7223
10,1659069794155,-0.092999995,0.088199995,-1.9629999
4,1659069794070,-1.1212867,0.57978094,0.18900171
10,1659069794095,-1.1913999,-0.71349996,-1.7903999
4,1659069794030,-1.6642936,1.2496732,0.983877
10,1659069794095,-1.1913999,-0.71349996,-1.7903999
4,1659069794130,-0.5963092,0.46759117,0.011693706
4,1659069794172,-0.34779176,1.1052647,-0.049113564
10,1659069794232,-2.4828,-1.5558,-3.0591998
10,1659069793198,-2.0233,-0.6044,1.2481999
10,1659069794212,1.5536,1.2131,0.2026
10,1659069793153,-1.717,-0.3486,-0.5908
4,1659069794250,-1.049292,1.2343841,1.787636
10,1659069793172,-1.8019999,-0.3753,0.226
10,1659069793213,-1.7846999,-0.6435,1.9663999
4,1659069794190,-0.54497904,2.0081234,1.3572553
4,1659069794210,-0.62133723,3.2430487,1.3403779
4,1659069793191,-1.7759597,0.528189,0.6994058
4,1659069793231,-1.4544876,0.24930283,1.2037536
10,1659069794254,1.0389999,2.177,0.63659996
4,1659069793251,-1.2248895,0.23748694,1.4055835
10,1659069794192,4.7054996,0.745,-1.1564
4,1659069793170,-1.7240711,0.68153363,0.5308943
10,1659069793232,-1.4671999,-0.6719,2.4199
4,1659069793150,-1.4907031,0.60566413,0.46471137
4,1659069794230,-0.76152205,3.3142755,1.9732343
10,1659069794173,-0.0206,0.20989999,-2.1429
10,1659069793213,-1.7846999,-0.6435,1.9663999
10,1659069794332,0.2373,-1.2664,0.2197
4,1659069794271,-1.5079645,1.0858566,1.1850088
10,1659069794312,0.445,-1.2827,0.2801
4,1659069794330,-0.051173054,-0.07337364,-0.027907815
10,1659069794292,0.1232,-1.6308999,0.0782
4,1659069794290,-1.0707595,0.81386447,0.7631452
10,1659069794275,0.5825,0.66679996,0.98029995
4,1659069794310,-0.45586255,0.39344957,0.54110444
4,1659069794411,-0.14053391,-0.04511676,0.08503244
10,1659069794374,0.01,-0.0657,-2.1892
10,1659069794412,0.43539998,-3.8765,-1.8498
10,1659069794374,0.01,-0.0657,-2.1892
4,1659069794350,0.29773572,-1.0837448,-0.31187287
10,1659069794352,0.0821,-1.4082999,-0.5618
10,1659069794392,-0.3719,-0.4994,-1.5926
4,1659069794390,0.23146556,-0.65561545,-0.14686945
4,1659069794450,-2.0968037,1.7126567,-0.30791098
4,1659069794471,-2.263954,1.6373632,-0.62282073
10,1659069794432,-0.0698,-4.9993,-4.0628
10,1659069794453,0.72169995,-3.4724,-2.5906
10,1659069794472,0.5506,-2.1004,-2.1492999
4,1659069794430,-1.3653536,1.0419441,0.020490166
10,1659069794512,-1.7222999,-2.0116,-1.3741
4,1659069794490,-2.0226796,1.4243807,-0.5951398
10,1659069794492,0.0064999997,-1.2653999,-1.4614999
4,1659069794530,-1.7275618,2.0821602,-0.04632104
10,1659069794512,-1.7222999,-2.0116,-1.3741
10,1659069794532,-2.6815,-2.7352998,-1.5676999
4,1659069794550,-1.9966741,2.630054,0.34578463
10,1659069794552,-2.5463998,-2.6975,-1.4439
10,1659069794580,-1.9753,-2.7410998,-1.3024
4,1659069794593,-2.5786192,2.840663,0.30553734
10,1659069794612,-2.8509998,-2.1812,-0.7589
10,1659069794596,-1.9600999,-2.0052,-1.1801
10,1659069794580,-1.9753,-2.7410998,-1.3024
4,1659069794610,-2.8398077,2.6615922,0.24347343
4,1659069794630,-2.9921227,2.349056,0.43004912
10,1659069794655,-3.5175998,-1.8974999,0.3743
10,1659069794673,-3.7454,-0.96449995,0.8954
4,1659069794671,-3.2321055,2.5430844,0.9670171
10,1659069794633,-3.6341,-2.237,-0.2926
10,1659069794655,-3.5175998,-1.8974999,0.3743
10,1659069794738,-1.3239,-0.51449996,3.7928
10,1659069794755,0.3461,0.45369998,5.6461
10,1659069794755,0.3461,0.45369998,5.6461
4,1659069794770,-1.9510862,1.6502612,0.0059515727
4,1659069794790,-0.8914444,1.434713,-0.6102718
4,1659069794810,0.39875537,0.9942268,-0.8422784
10,1659069794792,0.005,-0.0319,7.7348
10,1659069794772,0.8865,0.516,7.0291
10,1659069794812,-1.6118,0.0888,7.2249
4,1659069794830,1.4035938,1.0333571,-0.5671971
10,1659069794853,-2.0788,2.6369998,2.5375
10,1659069794892,0.91139996,4.0056,-1.6491
4,1659069794851,1.9349593,1.3737487,0.12496557
10,1659069794834,-2.7672,1.2914,5.3859997
10,1659069794872,-0.6529,3.3829,0.110199995
4,1659069794890,1.2604942,1.4295992,1.1347258
4,1659069794870,1.8558784,1.6285841,0.7690444
4,1659069794952,-1.0495887,-1.2264603,0.8335692
10,1659069794913,1.9962,3.7721999,-2.1984
10,1659069794932,2.0472999,3.2180998,-1.0648999
10,1659069794972,1.6903,1.6664,3.2654998
4,1659069794930,-0.5604252,-0.33482397,0.8623846
4,1659069794910,0.32761574,0.66945595,1.0747389
10,1659069794953,1.6987,2.4287,1.0885
4,1659069795010,0.20947441,-1.4615387,1.4930942
4,1659069794992,-0.6055071,-1.6685348,1.2784013
10,1659069794993,2.0444,1.2563,4.7566
4,1659069794970,-1.051718,-1.6911019,1.0291334
10,1659069795012,1.9797,1.357,5.1788
4,1659069795031,1.1207632,-1.3193293,1.7354856
10,1659069795073,1.3565999,1.3857,1.6352999
10,1659069795132,-0.59929997,1.0301,-1.2994
10,1659069795092,0.4982,1.4271,0.5712
10,1659069795154,-0.4068,0.6435,-2.281
4,1659069795130,2.0778494,-1.5138463,2.8333676
4,1659069795110,2.1515372,-1.3689315,2.5218089
4,1659069795071,1.9754858,-1.179127,2.0896652
10,1659069795113,-0.1478,1.3521999,-0.3518
4,1659069795151,1.8645875,-1.4401759,3.2194169
4,1659069795090,2.0928593,-1.1824781,2.2564838
4,1659069795171,1.558195,-1.2854525,3.5247273
4,1659069795251,-0.17261307,-1.0274928,3.3861308
10,1659069795352,2.1591,-1.3815,-2.4747999
10,1659069795172,-0.0643,0.049799997,-2.9942
4,1659069795190,1.2062145,-1.1881329,3.687514
10,1659069795252,1.4879999,-0.43339998,-4.1769
10,1659069795492,1.3788999,-2.5112,-0.40469998
4,1659069795331,-1.5472692,-1.1183372,2.701892
10,1659069795192,0.4561,-0.40989998,-3.4921
4,1659069795390,-2.1163862,-0.6202202,1.9383278
4,1659069795350,-1.7652086,-1.0336363,2.4927664
10,1659069795272,1.4331,-0.5365,-3.596
10,1659069795316,1.7206,-1.1362,-3.1808
10,1659069795452,1.6586,-1.6771,-0.8935
4,1659069795230,0.34192744,-1.1160508,3.5490572
10,1659069795332,1.8994999,-1.2078999,-2.83
10,1659069795476,1.5367999,-1.9394,-0.6314
4,1659069795490,-2.448889,-0.05721189,0.81644756
4,1659069795430,-2.2671478,-0.32443926,1.4478554
4,1659069795470,-2.4186075,-0.15735888,1.0768682
10,1659069795212,1.1065999,-0.62149996,-3.9659
10,1659069795432,2.0530999,-1.4301,-1.0164
10,1659069795232,1.5425999,-0.6101,-4.1851997
10,1659069795372,2.4136,-1.5239999,-2.0662
4,1659069795410,-2.2015233,-0.47364745,1.6571901
4,1659069795370,-1.9694295,-0.8237605,2.221176
4,1659069795270,-0.60313344,-1.0180331,3.2763145
10,1659069795292,1.6804999,-0.82739997,-3.3516998
10,1659069795533,1.2599,-2.9046,-0.4193
10,1659069795392,2.6013,-1.3979,-1.6412
4,1659069795530,-2.3202755,0.293896,0.084997535
10,1659069795512,1.3277999,-2.2367,-0.48
4,1659069795290,-0.928585,-1.1148291,3.1038935
4,1659069795210,0.810304,-1.1425275,3.6747558
10,1659069795413,2.4262,-1.3537999,-1.2516999
4,1659069795450,-2.3463333,-0.19394098,1.262065
4,1659069795310,-1.265643,-1.1633143,2.894454
4,1659069795550,-2.1332636,0.55600953,-0.31925562
10,1659069795552,1.6187999,-3.4199998,0.1426
4,1659069795510,-2.3906996,0.10756464,0.44804347
4,1659069795570,-1.7320822,0.93872535,-0.8277922
10,1659069795573,1.1812,-3.3962,0.37489998
10,1659069795652,-2.6554,-4.4497,0.2722
4,1659069795591,-1.2738634,1.0785786,-1.2748234
10,1659069795632,0.29029998,-4.6096997,-0.49679998
10,1659069795592,0.3463,-3.0203998,0.0050999997
4,1659069795650,-1.144744,0.9307492,-2.808252
4,1659069795611,-1.0484368,0.7421315,-1.8248813
10,1659069794692,-3.1552,-0.597,1.4889
4,1659069795630,-1.226024,0.82943285,-2.462328
4,1659069795690,-1.9430401,0.7988721,-1.872843
4,1659069795671,-1.4380116,0.20886356,-2.8100324
10,1659069795612,0.2547,-3.6796,-1.0272
4,1659069794690,-3.2994401,2.587852,1.1748859
4,1659069795711,-2.1789737,0.5336344,-0.9578716
10,1659069795694,-8.297999,-3.3148,0.9226
10,1659069795672,-5.5113997,-5.2956,1.1477
10,1659069795714,-4.1717,-3.4427998,1.6295999
4,1659069795730,-1.9826417,0.7668453,-1.0616139
10,1659069795732,-3.3186,-2.8795998,3.2178
4,1659069794730,-3.1344368,2.109405,1.1080222
4,1659069795750,-1.4871776,0.746425,-0.971747
4,1659069794712,-3.314991,2.4514894,1.2194092
10,1659069795752,-5.2441,-2.9657998,3.9615
4,1659069795770,-0.9983981,0.43216097,-0.6555282
10,1659069795772,-5.5487,-2.9803998,4.0162
10,1659069794715,-2.3525,-1.0217,2.3672
4,1659069795790,-0.6927212,0.023928463,-0.5288522
10,1659069795797,-2.2447999,0.36089998,4.9579997
4,1659069795814,-0.5358859,-0.5795715,-0.8535533
10,1659069795815,-1.7710999,8.7639,7.9413
4,1659069795830,-0.9408372,0.6607642,0.013927727
10,1659069795832,-7.2867,2.6420999,5.6991997
4,1659069795850,-0.7046767,-1.0552784,0.6007598
10,1659069795852,-4.1035,-3.2594,2.1613998
10,1659069795872,0.038,-2.9673,0.3845
4,1659069795870,-0.3141767,-2.8632998,0.08817403
4,1659069795890,0.01712168,-3.0693185,-0.49743629
10,1659069795892,2.5906,0.47959998,1.02
10,1659069795912,0.2269,0.22809999,1.2626
4,1659069795910,0.22464132,-1.6661437,-0.49188614
4,1659069795931,0.58803636,0.13870132,0.057491146
10,1659069795932,-0.0142,0.4642,1.8687999
4,1659069795950,1.1595793,0.96240944,0.39243728
10,1659069795952,-0.2944,-0.037299998,0.8239
4,1659069795970,1.5290306,0.7903549,0.4394739
10,1659069795972,0.7026,-0.42999998,-1.0286
4,1659069795990,1.3858787,0.3962421,-0.0014137167
10,1659069795992,2.0133998,0.59929997,-2.1174
10,1659069796012,0.0954,0.434,-2.5384998
4,1659069796010,0.8715127,0.08000589,-0.25082126
4,1659069796030,0.45519933,-0.21902137,-0.17669713
10,1659069796032,-0.88449997,0.6608,-1.7664
4,1659069796070,0.3485248,-0.40369466,0.1659459
10,1659069796053,-1.2141,0.7026,-0.982
4,1659069796050,0.33197907,-0.33361968,-0.06775368
10,1659069795046,1.5950999,1.4391999,4.5084
10,1659069796072,-1.8064,0.14109999,-0.98929995
4,1659069795056,1.7205805,-1.228066,1.9548037
10,1659069796092,-0.9931,0.0677,-1.1732
4,1659069796091,0.24856979,-0.3380179,0.41280526
4,1659069796112,0.065764,-0.27967155,0.44411647
10,1659069796113,0.056399997,0.039899997,-1.0862
10,1659069795057,1.5737,1.3567,2.9320998
4,1659069796130,-0.21629865,-0.62728876,0.37362263
10,1659069796132,0.7223,-0.8278,-2.2049
10,1659069796152,0.8053,0.0652,-1.7298
4,1659069796150,-0.70947635,-1.1275525,0.12430235
10,1659069796212,-0.1422,-0.1322,1.5827999
10,1659069796179,0.45069999,-0.2375,0.1995
4,1659069796210,-0.13847442,-0.74780375,0.05906194
4,1659069796193,-0.6631728,-1.0508976,-0.08510225
4,1659069796230,0.34435347,-0.43874088,0.21066125
4,1659069796170,-0.90961325,-1.3756685,-0.032288592
10,1659069796194,0.3443,0.1417,1.2838
10,1659069796232,0.047199998,-0.2006,1.0921
4,1659069796250,0.6385985,-0.27075294,0.2385516
4,1659069796270,0.7363021,-0.16554448,0.15781267
10,1659069796294,1.0433,-0.042099997,-0.93109995
10,1659069796252,0.64919996,-0.1688,0.3136
4,1659069796293,0.6412863,-0.06885324,0.02432989
10,1659069796277,1.0357,-0.113199994,-0.3488
4,1659069796310,0.4810302,-0.067142814,-0.07991862
10,1659069796312,1.0237,0.022799999,-1.2909
4,1659069796330,0.28506464,-0.20268509,-0.10670943
10,1659069796333,0.6598,-0.0128,-1.5608
10,1659069796352,0.5257,0.23279999,-1.4475
4,1659069796350,0.007958702,-0.27103218,-0.07548549
4,1659069796370,-0.23621286,-0.35843825,-0.122207955
10,1659069796372,0.5279,0.2148,-1.2775999
10,1659069796393,0.0411,-0.1847,-1.2222999
4,1659069796410,-0.621599,-1.1936132,-0.2374346
10,1659069796393,0.0411,-0.1847,-1.2222999
10,1659069796412,0.047,-0.1312,-1.1628
4,1659069796430,-0.82943285,-1.9982275,-0.37398916
10,1659069796432,-0.3814,-0.7209,-0.3057
4,1659069796451,-0.8025547,-2.5934894,-0.33800048
4,1659069796470,-0.5405285,-3.0219853,-0.23233823
10,1659069796452,-1.467,-0.5815,1.124
10,1659069796472,-1.7476,0.1943,1.4038
